uid,authors,pub_year,pub_month,title,summary
27884655,"Chan JF, Zhang AJ, Chan CC, Yip CC, Mak WW, Zhu H, Poon VK, Tee KM, Zhu Z, Cai JP, Tsang JO, Chik KK, Yin F, Chan KH, Kok KH, Jin DY, Au-Yeung RK, Yuen KY","2016","Dec","Zika Virus Infection in Dexamethasone-immunosuppressed Mice Demonstrating Disseminated Infection with Multi-organ Involvement Including Orchitis Effectively Treated by Recombinant Type I Interferons.","Chan JF, Zhang AJ, Chan CC, Yip CC, Mak WW, Zhu H, Poon VK, Tee KM, Zhu Z, Cai JP, Tsang JO, Chik KK, Yin F, Chan KH, Kok KH, Jin DY, Au-Yeung RK, Yuen KY.Zika Virus Infection in Dexamethasone-immunosuppressed Mice Demonstrating Disseminated Infection with Multi-organ Involvement Including Orchitis Effectively Treated by Recombinant Type I Interferons. EBioMedicine. 2016 Dec; 14:112-122." 
27885280,"Bordon Y","2016","Nov","Infection: Zika virus: end of transmission?","Bordon Y.Infection: Zika virus: end of transmission? Nat Rev Immunol. 2016 Nov 25; 16(12):718-719." 
27885509,"Lim HJ, Nguyen TT, Kim NM, Park JS, Jang TS, Kim D","2017","Mar","Inhibitory effect of flavonoids against NS2B-NS3 protease of ZIKA virus and their structure activity relationship.","Lim HJ, Nguyen TT, Kim NM, Park JS, Jang TS, Kim D.Inhibitory effect of flavonoids against NS2B-NS3 protease of ZIKA virus and their structure activity relationship. Biotechnol Lett. 2017 Mar; 39(3):415-421." 
27885741,"Hajra A, Bandyopadhyay D, Heise LR, Bhadra R, Ball S, Hajra SK","2017","Feb","Zika and pregnancy: A comprehensive review.","Hajra A, Bandyopadhyay D, Heise LR, Bhadra R, Ball S, Hajra SK.Zika and pregnancy: A comprehensive review. Am J Reprod Immunol. 2017 Feb; 77(2)" 
27885789,"Vesnaver TV, Tul N, Mehrabi S, Parissone F, Štrafela P, Mlakar J, Pižem J, Korva M, Zupanc TA, Popović M","2017","Feb","Zika virus associated microcephaly/micrencephaly-fetal brain imaging in comparison with neuropathology.","Vesnaver TV, Tul N, Mehrabi S, Parissone F, Štrafela P, Mlakar J, Pižem J, Korva M, Zupanc TA, Popović M.Zika virus associated microcephaly/micrencephaly-fetal brain imaging in comparison with neuropathology. BJOG. 2017 Feb; 124(3):521-525." 
27886338,"Collet ML, Frizzo C, Orlandin E, Rona LD, Nascimento JC, Montano MA, Müller GA, Wagner G","2016","Nov","Frequency of the Val1016Ile mutation on the kdr gene in Aedes aegypti (Diptera: Culicidae) in south Brazil.","Collet ML, Frizzo C, Orlandin E, Rona LD, Nascimento JC, Montano MA, Müller GA, Wagner G.Frequency of the Val1016Ile mutation on the kdr gene in Aedes aegypti (Diptera: Culicidae) in south Brazil. Genet Mol Res. 2016 Nov 21; 15(4)" 
27888265,"Caprara A, Ridde V","2016","Dec","Zika: exposing anew the need for health promotion in Latin America.","Caprara A, Ridde V.Zika: exposing anew the need for health promotion in Latin America. Glob Health Promot. 2016 Dec; 23(4):3-5." 
27889529,"Balasubramanian A, Teramoto T, Kulkarni AA, Bhattacharjee AK, Padmanabhan R","2017","Jan","Antiviral activities of selected antimalarials against dengue virus type 2 and Zika virus.","Balasubramanian A, Teramoto T, Kulkarni AA, Bhattacharjee AK, Padmanabhan R.Antiviral activities of selected antimalarials against dengue virus type 2 and Zika virus. Antiviral Res. 2017 Jan; 137:141-150." 
27889615,"Pfaender S, Vielle NJ, Ebert N, Steinmann E, Alves MP, Thiel V","2017","Jan","Inactivation of Zika virus in human breast milk by prolonged storage or pasteurization.","Pfaender S, Vielle NJ, Ebert N, Steinmann E, Alves MP, Thiel V.Inactivation of Zika virus in human breast milk by prolonged storage or pasteurization. Virus Res. 2017 Jan 15; 228:58-60." 
27890363,"Kochakarn T, Kotanan N, Kümpornsin K, Loesbanluechai D, Thammasatta M, Auewarakul P, Wilairat P, Chookajorn T","2016","Nov","Comparative genome analysis between Southeast Asian and South American Zika viruses.","Kochakarn T, Kotanan N, Kümpornsin K, Loesbanluechai D, Thammasatta M, Auewarakul P, Wilairat P, Chookajorn T.Comparative genome analysis between Southeast Asian and South American Zika viruses. Asian Pac J Trop Med. 2016 Nov; 9(11):1048-1054." 
27890376,"Wiwanitkit S, Wiwanitkit V","2016","Nov","Based on the risk of dengue virus transmission via blood transfusion: What about the risk in case of Zika virus?","Wiwanitkit S, Wiwanitkit V.Based on the risk of dengue virus transmission via blood transfusion: What about the risk in case of Zika virus? Asian Pac J Trop Med. 2016 Nov; 9(11):1123-1124." 
27891783,"Cragan JD, Isenburg JL, Parker SE, Alverson CJ, Meyer RE, Stallings EB, Kirby RS, Lupo PJ, Liu JS, Seagroves A, Ethen MK, Cho SJ, Evans M, Liberman RF, Fornoff J, Browne ML, Rutkowski RE, Nance AE, Anderka M, Fox DJ, Steele A, Copeland G, Romitti PA, Mai CT","2016","Nov","Population-based microcephaly surveillance in the United States, 2009 to 2013: An analysis of potential sources of variation.","Cragan JD, Isenburg JL, Parker SE, Alverson CJ, Meyer RE, Stallings EB, Kirby RS, Lupo PJ, Liu JS, Seagroves A, Ethen MK, Cho SJ, Evans M, Liberman RF, Fornoff J, Browne ML, Rutkowski RE, Nance AE, Anderka M, Fox DJ, Steele A, Copeland G, Romitti PA, Mai CT.Population-based microcephaly surveillance in the United States, 2009 to 2013: An analysis of potential sources of variation. Birth Defects Res A Clin Mol Teratol. 2016 Nov; 106(11):972-982." 
27891785,"Trevathan E","2016","Nov","Editorial brain malformation surveillance in the Zika era.","Trevathan E.Editorial brain malformation surveillance in the Zika era. Birth Defects Res A Clin Mol Teratol. 2016 Nov; 106(11):869-874." 
27891786,"Steele A, Johnson J, Nance A, Satterfield R, Alverson CJ, Mai C","2016","Nov","A quality assessment of reporting sources for microcephaly in Utah, 2003 to 2013.","Steele A, Johnson J, Nance A, Satterfield R, Alverson CJ, Mai C.A quality assessment of reporting sources for microcephaly in Utah, 2003 to 2013. Birth Defects Res A Clin Mol Teratol. 2016 Nov; 106(11):983-988." 
27892990,"Arnaoutakis D, Padhya T","2017","Jan","Zika Virus-What the Otolaryngologist Should Know: A Review.","Arnaoutakis D, Padhya T.Zika Virus-What the Otolaryngologist Should Know: A Review. JAMA Otolaryngol Head Neck Surg. 2017 Jan 1; 143(1):81-84." 
27892997,"Brook I","2017","Jan","Otolaryngologist-Beware of Zika.","Brook I.Otolaryngologist-Beware of Zika. JAMA Otolaryngol Head Neck Surg. 2017 Jan 1; 143(1):84-85." 
27893080,"Hamer DH, Barbre KA, Chen LH, Grobusch MP, Schlagenhauf P, Goorhuis A, van Genderen PJ, Molina I, Asgeirsson H, Kozarsky PE, Caumes E, Hagmann SH, Mockenhaupt FP, Eperon G, Barnett ED, Bottieau E, Boggild AK, Gautret P, Hynes NA, Kuhn S, Lash RR, Leder K, Libman M, Malvy DJ, Perret C, Rothe C, Schwartz E, Wilder-Smith A, Cetron MS, Esposito DH","2017","Jan","Travel-Associated Zika Virus Disease Acquired in the Americas Through February 2016: A GeoSentinel Analysis.","Hamer DH, Barbre KA, Chen LH, Grobusch MP, Schlagenhauf P, Goorhuis A, van Genderen PJ, Molina I, Asgeirsson H, Kozarsky PE, Caumes E, Hagmann SH, Mockenhaupt FP, Eperon G, Barnett ED, Bottieau E, Boggild AK, Gautret P, Hynes NA, Kuhn S, Lash RR, Leder K, Libman M, Malvy DJ, Perret C, Rothe C, Schwartz E, Wilder-Smith A, Cetron MS, Esposito DH.Travel-Associated Zika Virus Disease Acquired in the Americas Through February 2016: A GeoSentinel Analysis. Ann Intern Med. 2017 Jan 17; 166(2):99-108." 
27893824,"Wang H, Liu S, Zhang B, Wei W","2016","","Analysis of Synonymous Codon Usage Bias of Zika Virus and Its Adaption to the Hosts.","Wang H, Liu S, Zhang B, Wei W.Analysis of Synonymous Codon Usage Bias of Zika Virus and Its Adaption to the Hosts. PLoS One. 2016; 11(11):e0166260." 
27894003,"Wiwanitkit V","2017","Feb","Seizure and Zika virus infection.","Wiwanitkit V.Seizure and Zika virus infection. Seizure. 2017 Feb; 45:1." 
27894035,"Koo B, Jin CE, Lee TY, Lee JH, Park MK, Sung H, Park SY, Lee HJ, Kim SM, Kim JY, Kim SH, Shin Y","2017","Apr","An isothermal, label-free, and rapid one-step RNA amplification/detection assay for diagnosis of respiratory viral infections.","Koo B, Jin CE, Lee TY, Lee JH, Park MK, Sung H, Park SY, Lee HJ, Kim SM, Kim JY, Kim SH, Shin Y.An isothermal, label-free, and rapid one-step RNA amplification/detection assay for diagnosis of respiratory viral infections. Biosens Bioelectron. 2017 Apr 15; 90:187-194." 
27894121,"Niemeyer B, Niemeyer R, Borges R, Marchiori E","2017","","Acute Disseminated Encephalomyelitis Following Zika Virus Infection.","Niemeyer B, Niemeyer R, Borges R, Marchiori E.Acute Disseminated Encephalomyelitis Following Zika Virus Infection. Eur Neurol. 2017; 77(1-2):45-46." 
27896560,"Rodriguez-Morales AJ","2017","Feb","Neuroimaging findings of Zika virus infection: beyond the brain CT scans.","Rodriguez-Morales AJ.Neuroimaging findings of Zika virus infection: beyond the brain CT scans. Jpn J Radiol. 2017 Feb; 35(2):86." 
27897973,"Champagne C, Salthouse DG, Paul R, Cao-Lormeau VM, Roche B, Cazelles B","2016","Nov","Structure in the variability of the basic reproductive number (<i>R</i><sub>0</sub>) for Zika epidemics in the Pacific islands.","Champagne C, Salthouse DG, Paul R, Cao-Lormeau VM, Roche B, Cazelles B.Structure in the variability of the basic reproductive number (<i>R</i><sub>0</sub>) for Zika epidemics in the Pacific islands. Elife. 2016 Nov 29; 5" 
27899230,"Fernandes NC, Nogueira JS, Réssio RA, Cirqueira CS, Kimura LM, Fernandes KR, Cunha MS, Souza RP, Guerra JM","2017","Feb","Experimental Zika virus infection induces spinal cord injury and encephalitis in newborn Swiss mice.","Fernandes NC, Nogueira JS, Réssio RA, Cirqueira CS, Kimura LM, Fernandes KR, Cunha MS, Souza RP, Guerra JM.Experimental Zika virus infection induces spinal cord injury and encephalitis in newborn Swiss mice. Exp Toxicol Pathol. 2017 Feb; 69(2):63-71." 
27899351,"","2016","Nov","Developing a vaccine against Zika.","Developing a vaccine against Zika. BMJ. 2016 Nov 29; 355:i6424." 
27899620,"Kim H, Kang N, An K, Kim D, Koo J, Kim MS","2017","Jan","MRPrimerV: a database of PCR primers for RNA virus detection.","Kim H, Kang N, An K, Kim D, Koo J, Kim MS.MRPrimerV: a database of PCR primers for RNA virus detection. Nucleic Acids Res. 2017 Jan 4; 45(D1):D475-D481." 
27899678,"Hatcher EL, Zhdanov SA, Bao Y, Blinkova O, Nawrocki EP, Ostapchuck Y, Schäffer AA, Brister JR","2017","Jan","Virus Variation Resource - improved response to emergent viral outbreaks.","Hatcher EL, Zhdanov SA, Bao Y, Blinkova O, Nawrocki EP, Ostapchuck Y, Schäffer AA, Brister JR.Virus Variation Resource - improved response to emergent viral outbreaks. Nucleic Acids Res. 2017 Jan 4; 45(D1):D482-D490." 
27900645,"de Campos TC","2016","Nov","Zika, public health, and the distraction of abortion.","de Campos TC.Zika, public health, and the distraction of abortion. Med Health Care Philos. 2016 Nov 29; " 
27901259,"Pinheiro TJ, Guimarães LF, Silva MT, Soares CN","2016","Nov","Neurological manifestations of Chikungunya and Zika infections.","Pinheiro TJ, Guimarães LF, Silva MT, Soares CN.Neurological manifestations of Chikungunya and Zika infections. Arq Neuropsiquiatr. 2016 Nov; 74(11):937-943." 
27902358,"Zhang G, Etebari K, Asgari S","2016","Dec","Wolbachia suppresses cell fusing agent virus in mosquito cells.","Zhang G, Etebari K, Asgari S.Wolbachia suppresses cell fusing agent virus in mosquito cells. J Gen Virol. 2016 Dec; 97(12):3427-3432." 
27902502,"Goodnough LT, Marques MB","2017","Jan","Zika Virus and Patient Blood Management.","Goodnough LT, Marques MB.Zika Virus and Patient Blood Management. Anesth Analg. 2017 Jan; 124(1):282-289." 
27902932,"Hercík K, Kozak J, Šála M, Dejmek M, Hřebabecký H, Zborníková E, Smola M, Ruzek D, Nencka R, Boura E","2017","Jan","Adenosine triphosphate analogs can efficiently inhibit the Zika virus RNA-dependent RNA polymerase.","Hercík K, Kozak J, Šála M, Dejmek M, Hřebabecký H, Zborníková E, Smola M, Ruzek D, Nencka R, Boura E.Adenosine triphosphate analogs can efficiently inhibit the Zika virus RNA-dependent RNA polymerase. Antiviral Res. 2017 Jan; 137:131-133." 
27902933,"Bullard-Feibelman KM, Govero J, Zhu Z, Salazar V, Veselinovic M, Diamond MS, Geiss BJ","2017","Jan","The FDA-approved drug sofosbuvir inhibits Zika virus infection.","Bullard-Feibelman KM, Govero J, Zhu Z, Salazar V, Veselinovic M, Diamond MS, Geiss BJ.The FDA-approved drug sofosbuvir inhibits Zika virus infection. Antiviral Res. 2017 Jan; 137:134-140." 
27903317,"Cadot L, Segondy M, Foulongne V","2017","Mar","Laboratory surveillance of arboviral infections in a southern France region colonized by Aedes albopictus.","Cadot L, Segondy M, Foulongne V.Laboratory surveillance of arboviral infections in a southern France region colonized by Aedes albopictus. Epidemiol Infect. 2017 Mar; 145(4):710-714." 
27904600,"Shrivastava SR, Shrivastava PS, Ramasamy J","2016","","2015 outbreak of Zika virus disease declared as Public Health Emergency of International Concern: Justification, consequences, and the public health perspective.","Shrivastava SR, Shrivastava PS, Ramasamy J.2015 outbreak of Zika virus disease declared as Public Health Emergency of International Concern: Justification, consequences, and the public health perspective. J Res Med Sci. 2016; 21:55." 
27905267,"Cassone A","2016","Oct","Zika: concerns and reality.","Cassone A.Zika: concerns and reality. Pathog Glob Health. 2016 Oct - Dec; 110(7-8):261." 
27906864,"Quanquin N, Wang L, Cheng G","2017","Feb","Potential for treatment and a Zika virus vaccine.","Quanquin N, Wang L, Cheng G.Potential for treatment and a Zika virus vaccine. Curr Opin Pediatr. 2017 Feb; 29(1):114-121." 
27906905,"van der Linden V, Pessoa A, Dobyns W, Barkovich AJ, Júnior HV, Filho EL, Ribeiro EM, Leal MC, Coimbra PP, Aragão MF, Verçosa I, Ventura C, Ramos RC, Cruz DD, Cordeiro MT, Mota VM, Dott M, Hillard C, Moore CA","2016","Dec","Description of 13 Infants Born During October 2015-January 2016 With Congenital Zika Virus Infection Without Microcephaly at Birth - Brazil.","van der Linden V, Pessoa A, Dobyns W, Barkovich AJ, Júnior HV, Filho EL, Ribeiro EM, Leal MC, Coimbra PP, Aragão MF, Verçosa I, Ventura C, Ramos RC, Cruz DD, Cordeiro MT, Mota VM, Dott M, Hillard C, Moore CA.Description of 13 Infants Born During October 2015-January 2016 With Congenital Zika Virus Infection Without Microcephaly at Birth - Brazil. MMWR Morb Mortal Wkly Rep. 2016 Dec 2; 65(47):1343-1348." 
27908879,"Gulland A","2016","Dec","First case of Zika virus spread through sexual contact is detected in UK.","Gulland A.First case of Zika virus spread through sexual contact is detected in UK. BMJ. 2016 Dec 1; 355:i6500." 
27909576,"Pascoalino BS, Courtemanche G, Cordeiro MT, Gil LH, Freitas-Junior L","2016","","Zika antiviral chemotherapy: identification of drugs and promising starting points for drug discovery from an FDA-approved library.","Pascoalino BS, Courtemanche G, Cordeiro MT, Gil LH, Freitas-Junior L.Zika antiviral chemotherapy: identification of drugs and promising starting points for drug discovery from an FDA-approved library. F1000Res. 2016; 5:2523." 
27911847,"Retallack H, Di Lullo E, Arias C, Knopp KA, Laurie MT, Sandoval-Espinosa C, Mancia Leon WR, Krencik R, Ullian EM, Spatazza J, Pollen AA, Mandel-Brehm C, Nowakowski TJ, Kriegstein AR, DeRisi JL","2016","Dec","Zika virus cell tropism in the developing human brain and inhibition by azithromycin.","Retallack H, Di Lullo E, Arias C, Knopp KA, Laurie MT, Sandoval-Espinosa C, Mancia Leon WR, Krencik R, Ullian EM, Spatazza J, Pollen AA, Mandel-Brehm C, Nowakowski TJ, Kriegstein AR, DeRisi JL.Zika virus cell tropism in the developing human brain and inhibition by azithromycin. Proc Natl Acad Sci U S A. 2016 Dec 13; 113(50):14408-14413." 
27911897,"Aliota MT, Dudley DM, Newman CM, Mohr EL, Gellerup DD, Breitbach ME, Buechler CR, Rasheed MN, Mohns MS, Weiler AM, Barry GL, Weisgrau KL, Eudailey JA, Rakasz EG, Vosler LJ, Post J, Capuano S 3rd, Golos TG, Permar SR, Osorio JE, Friedrich TC, O'Connor SL, O'Connor DH","2016","Dec","Heterologous Protection against Asian Zika Virus Challenge in Rhesus Macaques.","Aliota MT, Dudley DM, Newman CM, Mohr EL, Gellerup DD, Breitbach ME, Buechler CR, Rasheed MN, Mohns MS, Weiler AM, Barry GL, Weisgrau KL, Eudailey JA, Rakasz EG, Vosler LJ, Post J, Capuano S 3rd, Golos TG, Permar SR, Osorio JE, Friedrich TC, O'Connor SL, O'Connor DH.Heterologous Protection against Asian Zika Virus Challenge in Rhesus Macaques. PLoS Negl Trop Dis. 2016 Dec; 10(12):e0005168." 
27912090,"Ming GL, Tang H, Song H","2016","Dec","Advances in Zika Virus Research: Stem Cell Models, Challenges, and Opportunities.","Ming GL, Tang H, Song H.Advances in Zika Virus Research: Stem Cell Models, Challenges, and Opportunities. Cell Stem Cell. 2016 Dec 1; 19(6):690-702." 
27912091,"Wells MF, Salick MR, Wiskow O, Ho DJ, Worringer KA, Ihry RJ, Kommineni S, Bilican B, Klim JR, Hill EJ, Kane LT, Ye C, Kaykas A, Eggan K","2016","Dec","Genetic Ablation of AXL Does Not Protect Human Neural Progenitor Cells and Cerebral Organoids from Zika Virus Infection.","Wells MF, Salick MR, Wiskow O, Ho DJ, Worringer KA, Ihry RJ, Kommineni S, Bilican B, Klim JR, Hill EJ, Kane LT, Ye C, Kaykas A, Eggan K.Genetic Ablation of AXL Does Not Protect Human Neural Progenitor Cells and Cerebral Organoids from Zika Virus Infection. Cell Stem Cell. 2016 Dec 1; 19(6):703-708." 
27914465,"Escadafal C, Gaayeb L, Riccardo F, Pérez-Ramírez E, Picard M, Dente MG, Fernández-Pinero J, Manuguerra JC, Jiménez-Clavero MÁ, Declich S, Victoir K, Robert V","2016","Dec","Risk of Zika virus transmission in the Euro-Mediterranean area and the added value of building preparedness to arboviral threats from a One Health perspective.","Escadafal C, Gaayeb L, Riccardo F, Pérez-Ramírez E, Picard M, Dente MG, Fernández-Pinero J, Manuguerra JC, Jiménez-Clavero MÁ, Declich S, Victoir K, Robert V.Risk of Zika virus transmission in the Euro-Mediterranean area and the added value of building preparedness to arboviral threats from a One Health perspective. BMC Public Health. 2016 Dec 3; 16(1):1219." 
27914622,"Wiwanitkit V","2017","Mar","Comment on 'Zika virus disease: Should we be worried?'","Wiwanitkit V.Comment on Zika virus disease: Should we be worried?' Actas Dermosifiliogr. 2017 Mar; 108(2):173." 
